Local de aplicação	Regional	UC	Comunidade	Município
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Roque	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Nova Esperança	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Novo Horizonte	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Pupuaí	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Gumo do Facão 	Carauari
Rural	Juruá	RDS de Uacari	Providência 	Carauari
Rural	Juruá	RDS de Uacari	Goiabal	Carauari
Rural	Juruá	RDS de Uacari	Goiabal	Carauari
Rural	Juruá	RDS de Uacari	Vila das flores	Carauari
Rural	Juruá	RDS de Uacari	Vila das flores	Carauari
Rural	Juruá	RDS de Uacari	Vila das flores	Carauari
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Urbano	Solimões			Maraã
Rural	Juruá	RDS de Uacari	Xibauazinho	Carauari
Rural	Juruá	RDS de Uacari	Xibauazinho 	Carauari
Rural	Juruá	RDS de Uacari	Vila Medeiros 	Carauari
Rural	Juruá	RDS de Uacari	Xibaúa	Carauari
Rural	Juruá	RDS de Uacari	Xibaúa 	Carauari
Rural	Juruá	RDS de Uacari	Xibaúa 	Carauari
Rural	Juruá	RDS de Uacari	Cachoeira	Carauari
Rural	Juruá	RDS de Uacari	Toarí	Carauari
Rural	Juruá	RDS de Uacari	Toarí	Carauari
Rural	Juruá	RDS de Uacari	Toarí	Carauari
Rural	Juruá	RDS de Uacari	São Francisco 	Carauari
Rural	Juruá	RDS de Uacari	São Francisco 	Carauari
Rural	Negro-Amazonas		Flexal Família 2	Itapiranga
Rural	Negro-Amazonas		Maracana Família 1	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Maracarana Familia 2	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Maracarana Família 3	Itapiranga
Rural	Negro-Amazonas		Maracarana Família 4	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Maracarana Família 5	Itapiranga
Rural	Negro-Amazonas		Maracarana Família 6	Itapiranga
Rural	Negro-Amazonas		Emanuel Família 1	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Emanuel família 2	Itapiranga
Rural	Negro-Amazonas		Emanuel família 3	Itapiranga
Rural	Negro-Amazonas		Emanuel família 4	Itapiranga
Rural	Negro-Amazonas		Santa Luzia família 1	Itapiranga
Rural	Negro-Amazonas		Santa Luzia família 2	Itapiranga
Rural	Negro-Amazonas		Santa Luzia família 3	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Santa Luzia família 4	Itapiranga
Rural	Negro-Amazonas		Santa Luzia família 5	Itapiranga
Rural	Negro-Amazonas		São Francisco do Caribi família 1	Itapiranga
Rural	Negro-Amazonas		Pedras família 1	Itapiranga
Rural	Negro-Amazonas		Pedras família 2	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Pedras família 3	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Monte das Oliveiras Família 1 (ainda não são do Dicara. Mas querem participar).	Itapiranga
Rural	Negro-Amazonas		Monte das Oliveira Família 2	Itapiranga
Rural	Negro-Amazonas		Monte das Oliveira Família 3	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Monte das Oliveira Família 4 	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Monte das Oliveira Família 5	Itapiranga
Rural	Negro-Amazonas		Monte das Oliveira  Família 6	Itapiranga
Rural	Negro-Amazonas		São Francisco do Caribi  Família 1	Itapiranga
Rural	Negro-Amazonas		São Francisco do Caribi  Família  2.	Itapiranga
Rural	Negro-Amazonas		São Francisco do Caribi  Família 3.	Itapiranga
Rural	Negro-Amazonas		São Francisco do Caribi  Família 4.	Itapiranga
Rural	Negro-Amazonas		Cesaréia Família 1	Itapiranga
Rural	Negro-Amazonas		Cesareia Família 2	Itapiranga
Rural	Negro-Amazonas		Cesaréia Família 3	Itapiranga
Rural	Negro-Amazonas		Cesaréia Família 4	Itapiranga
Rural	Negro-Amazonas		Cesareia Família 5	Itapiranga
Rural	Negro-Amazonas		Cesareia Família 6	Itapiranga
Rural	Negro-Amazonas		Emanuel Família 5	Itapiranga
Rural	Negro-Amazonas		Cesareia Família 7	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Cesareia Família 8	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 1	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 2	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 3	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 4	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 5	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 6	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 7	Itapiranga
Rural	Negro-Amazonas		Jacarecuara Família 8	Itapiranga
Rural	Negro-Amazonas		Jacarequara Família 9	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Jacarequara Família 10	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Cesareia Família 7	Itapiranga
Rural	Negro-Amazonas	RDS do Uatumã	Cesareia Família 8	Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Iranduba
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Urbano	Negro-Amazonas			Itapiranga
Rural	Madeira	RDS do Juma	Primor	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primor	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Vista 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Belas Águas 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Luiz	Novo Aripuanã
Rural	Madeira	RDS do Juma	Limão 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São José Dos Brasões 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São José dos Brasões 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Terra Preta 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Terra Preta	Novo Aripuanã
Rural	Madeira	RDS do Juma	Nova jerusalém	Novo Aripuanã
Rural	Madeira	RDS do Juma	Nova Jerusalém	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cristo Rei	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João Do Arauá	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Novo Olinda	Novo Aripuanã
Rural	Madeira	RDS do Juma	Novo Olinda	Novo Aripuanã
Rural	Madeira	RDS do Juma	Flechal	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cipotuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santa Maria	Novo Aripuanã
Rural	Madeira	RDS do Juma	Capintuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Capintuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Severino	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primavera	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Félix 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Félix 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	São Pedro	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	São Carlos	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Vencedorzinho	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Rosa 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio do Taciua	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente	Novo Aripuanã
				Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amapazinho	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Vista	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Vista	Novo Aripuanã
Rural	Madeira	RDS do Juma	Belas Águas 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio	Novo Aripuanã
Rural	Madeira		Terra Preta	Novo Aripuanã
Rural	Madeira		São José dos Brasões	Novo Aripuanã
Rural	Madeira	RDS do Juma	São José dos Brasões 	Novo Aripuanã
Rural	Madeira		São José dos Brasões	Novo Aripuanã
Rural	Madeira	RDS do Juma	Abelha	Novo Aripuanã
Rural	Madeira	RDS do Juma	Abelha	Novo Aripuanã
Rural	Madeira	RDS do Juma	Abelha	Novo Aripuanã
Rural	Madeira		Terra Preta	Novo Aripuanã
Rural	Madeira		São José dos Brasões	Novo Aripuanã
Rural	Madeira	RDS do Juma	Nova Jerusalém 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cacaia	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João do Arauá	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João do Arauá	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João do Arauá	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João do Arauá	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cipotuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santa Maria	Novo Aripuanã
Rural	Madeira	RDS do Juma	Capintuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primavera	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primavera	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primavera	Novo Aripuanã
Rural	Madeira	RDS do Juma	Primavera	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Félix	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Félix	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	São Pedro 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Rosa 1	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Rosa 1	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Rosa 1	Novo Aripuanã
Rural	Madeira		São José dos Brasões	Novo Aripuanã
Rural	Madeira		Santo Antônio	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amorim	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio do Taciua	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio do Taciua	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio do Taciua	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Capintuba	Novo Aripuanã
Rural	Madeira	RDS do Juma	Capintuba 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Severino 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa Frente 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Francisco 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Francisco 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São Francisco 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	São Pedro 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Santa Maria 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento 	Novo Aripuanã
Rural	Madeira	RDS do Rio Madeira	Livramento	Novo Aripuanã
Rural	Madeira		Primor	Novo Aripuanã
Rural	Madeira	RDS do Juma	Familia individual	Novo Aripuanã
Rural	Madeira	RDS do Juma	Amapa	Novo Aripuanã
Rural	Madeira	RDS do Juma	Boa vista	Novo Aripuanã
Rural	Madeira	RDS do Juma	Belas Águas 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Santo Antônio 	Novo Aripuanã
Rural	Madeira		Limão	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cacaia	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento	Novo Aripuanã
Rural	Madeira	RDS do Juma	Familia Individual 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Nova Jerusalém 	Novo Aripuanã
Rural	Madeira		Nova Jerusalém	Novo Aripuanã
Rural	Madeira		Nova Jerusalém	Novo Aripuanã
Rural	Madeira		Nova Jerusalém	Novo Aripuanã
Rural	Madeira	RDS do Juma	Nova Jerusalém 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Repartimento 	Novo Aripuanã
Rural	Madeira	RDS do Juma	São José dos Brasões 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cristo Rei 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cristo Rei	Novo Aripuanã
Rural	Madeira	RDS do Juma	Cristo Rei	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada	Novo Aripuanã
Rural	Madeira	RDS do Juma	São João do Arauá 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada 1 	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada 1	Novo Aripuanã
Rural	Madeira	RDS do Juma	Alvorada 1	Novo Aripuanã
